"Nombre Operador","Cédula","Código Ruta","Descripción Ruta","Código Ramal","Descripción Ramal","Mes","Año","pasajeroEquivalente","pasajerosTotal","Pasajeros Adulto Mayor","Pasajeros Regulares","Carreras","Ingresos"
"AUTOBUSES DE TILARAN, S.A.","3-101-651206","555","TILARAN-CAÑAS","R1404","TILARAN-CAÑAS","12","2024","","","1449","20794","448","11436700"
"AUTOBUSES ROMERO, S.A.","3-101-109324","334","CARTAGO-CABALLO BLANCO-DULCE NOMBRE-BLANQUILLO Y VICEVERSA","R1086","CARTAGO-DULCE NOMBRE","12","2024","","","2238","28677","1490","8603100"
"AUTOBUSES ROMERO, S.A.","3-101-109324","334","CARTAGO-CABALLO BLANCO-DULCE NOMBRE-BLANQUILLO Y VICEVERSA","R1087","CARTAGO-BLANQUILLO","12","2024","","","363","5976","155","1792800"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0364","CORONADO-SAN RAFAEL Y VICEVERSA","12","2024","","","2384","14705","657","5237130"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0387","CORONADO-SAN ANTONIO Y VICEVERSA","12","2024","","","2779","7650","433","2677500"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0431","SAN JOSE-CORONADO POR CALLE BLANCOS Y POR HOSPITAL CALDERON GUARDIA Y VICEVERSA","12","2024","","","33154","204531","2519","82835055"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0432","CORONADO-SAN PEDRO Y VICEVERSA","12","2024","","","3952","20713","761","7374870"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0433","CORONADO-SAN FRANCISCO Y VICEVERSA","12","2024","","","2238","8079","581","2876600"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0434","CORONADO-DULCE NOMBRE Y VICEVERSA","12","2024","","","2070","5855","414","2085130"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0436","PERIFERICA CORONADO","12","2024","","","3834","6347","324","2324020"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0437","CORONADO-EL RODEO Y VICEVERSA","12","2024","","","1492","9971","549","3547170"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0438","CORONADO-LAS NUBES-CASCAJAL Y VICEVERSA","12","2024","","","2199","22804","542","9235620"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R1995","PERIFERICA IPIS","12","2024","","","3647","7345","314","2692040"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R1996","CORONADO-LA COLMENA Y VICEVERSA","12","2024","","","867","5183","266","1843250"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R2472","CORONADO-PATIO DE AGUA-CALLE LA MAQUINA Y VICEVERSA","12","2024","","","2447","12620","584","4489690"
"AUTOLASSA, S.A.","3-101-124430","651","PALMAR NORTE-FINCAS-SIERPE DE OSA","R1631","PALMAR NORTE Y SUR-SIERPE DE OSA Y VICEVERSA","12","2024","","","1813","16411","135","2051375"
"AUTOLASSA, S.A.","3-101-124430","651","PALMAR NORTE-FINCAS-SIERPE DE OSA","R2111","PALMAR NORTE Y SUR-FINCA N°7 Y VICEVERSA","12","2024","","","888","5432","93","434560"
"AUTOTRANSPORTES ADONAY LOS CHILES-UPALA, S.A.","3-101-497134","1244","UPALA-COLONIA-PUNTARENAS-SANTA ROSA-SANJORGE-VERACRUZ-CAÑO NEGRO CON EXT. SAN LUIS Y LOS CHILES FRONTERA NORTE Y VICEVERSA","R0923","UPALA-COLONIA PUNTARENAS-SANTA ROSA-SAN JORGE-VERACRUZ-CAÑO NEGRO- EXT. SAN LUIS Y LOS CHILES-FRONTERA NORTE","12","2024","","","249","4567","83","7010870"
"AUTOTRANSPORTES BLANCO LOBO, S.A.","3-101-094405","699 BS","SAN JOSE-PUERTO JIMENEZ","R1709","SAN JOSE-PUERTO JIMENEZ","12","2024","","","209","1733","31","14964400"
"AUTOTRANSPORTES BLANCO LOBO, S.A.","3-101-094405","699 BS","SAN JOSE-PUERTO JIMENEZ","R1710","SAN ISIDRO DE EL GENERAL-PUERTO JIMENEZ","12","2024","","","382","1826","31","5139500"
"AUTOTRANSPORTES CAMBRONERO ALFARO, S.A.","3-101-046095","233","ALAJUELA-BALNEARIO DE OJO DE AGUA-URBANIZACION LA PAZ-RINCON VENEGAS-SAN ANTONIO DE BELEN-LA REFORMA Y VICEVERSA","R0642","ALAJUELA-RINCON VENEGAS-BELEN","12","2024","","","15265","113281","856","45312400"
"AUTOTRANSPORTES CAMBRONERO ALFARO, S.A.","3-101-046095","233","ALAJUELA-BALNEARIO DE OJO DE AGUA-URBANIZACION LA PAZ-RINCON VENEGAS-SAN ANTONIO DE BELEN-LA REFORMA Y VICEVERSA","R0643","ALAJUELA-REFORMA-BELEN","12","2024","","","3492","13983","592","5593200"
"AUTOTRANSPORTES CAMBRONERO ALFARO, S.A.","3-101-046095","233","ALAJUELA-BALNEARIO DE OJO DE AGUA-URBANIZACION LA PAZ-RINCON VENEGAS-SAN ANTONIO DE BELEN-LA REFORMA Y VICEVERSA","R0644","ALAJUELA-BALNEARIO OJO DE AGUA-SAN ANTONIO DE BELEN","12","2024","","","314","77026","729.5","30810400"
"AUTOTRANSPORTES CAMBRONERO ALFARO, S.A.","3-101-046095","233","ALAJUELA-BALNEARIO DE OJO DE AGUA-URBANIZACION LA PAZ-RINCON VENEGAS-SAN ANTONIO DE BELEN-LA REFORMA Y VICEVERSA","R0646","ALAJUELA-URB. LA PAZ-BELEN","12","2024","","","","9004","471","3601600"
"AUTOTRANSPORTES CAMBRONERO ALFARO, S.A.","3-101-046095","233","ALAJUELA-BALNEARIO DE OJO DE AGUA-URBANIZACION LA PAZ-RINCON VENEGAS-SAN ANTONIO DE BELEN-LA REFORMA Y VICEVERSA","R2303","ALAJUELA-CALLE MONGE-BELEN","12","2024","","","","9768","251","3907200"
"AUTOTRANSPORTES CARIBEÑOS S.A.","3-101-028668","703","SAN JOSE-LIMON (SERVICIO REGULAR Y DIRECTO)","R1755","SAN JOSE-LIMON","12","2024","","","2895","40687","520","166974270"
"AUTOTRANSPORTES CARIBEÑOS S.A.","3-101-028668","703","SAN JOSE-LIMON (SERVICIO REGULAR Y DIRECTO)","R1756","SAN JOSE-LIMON x TURRIALBA (CASOS DE EMERGENCIA)","12","2024","","","568","7805","98","32425575"
"AUTOTRANSPORTES CEPUL, S.A.","3-101-073305","636","SAN VITO – COPA BUENA – LA MARAVILLA – VILLA ROMA – LAS MELLIZAS – LINDA VISTA – CIUDAD NEILY Y VICEVERSA","R1606","SAN VITO-LAS MELLIZAS Y VICEVERSA","12","2024","","","933","8801","124","8176725"
"AUTOTRANSPORTES CEPUL, S.A.","3-101-073305","636","SAN VITO – COPA BUENA – LA MARAVILLA – VILLA ROMA – LAS MELLIZAS – LINDA VISTA – CIUDAD NEILY Y VICEVERSA","R1608","SAN VITO-CIUDAD NEILY POR LINDA VISTA","12","2024","","","2094","12611","186","17183780"
"AUTOTRANSPORTES CEPUL, S.A.","3-101-073305","636","SAN VITO – COPA BUENA – LA MARAVILLA – VILLA ROMA – LAS MELLIZAS – LINDA VISTA – CIUDAD NEILY Y VICEVERSA","R1611","SAN VITO-CAÑAS GORDAS-VILLA ROMA","12","2024","","","995","2528","56","1772060"
"AUTOTRANSPORTES CEPUL, S.A.","3-101-073305","636","SAN VITO – COPA BUENA – LA MARAVILLA – VILLA ROMA – LAS MELLIZAS – LINDA VISTA – CIUDAD NEILY Y VICEVERSA","R1612","SAN VITO-LOS REYES-LA MARAVILLA Y VICEVERSA","12","2024","","","591","2043","62","1114835"
"AUTOTRANSPORTES CEPUL, S.A.","3-101-073305","636","SAN VITO – COPA BUENA – LA MARAVILLA – VILLA ROMA – LAS MELLIZAS – LINDA VISTA – CIUDAD NEILY Y VICEVERSA","R2096","SAN VITO-AGUA BUENA-COPA BUENA","12","2024","","","611","3266","105","1931600"
"AUTOTRANSPORTES CEPUL, S.A.","3-101-073305","636","SAN VITO – COPA BUENA – LA MARAVILLA – VILLA ROMA – LAS MELLIZAS – LINDA VISTA – CIUDAD NEILY Y VICEVERSA","R2430","SAN VITO-CIUDAD NEILY POR SABALITO","12","2024","","","1006","4822","62","8989565"
"AUTOTRANSPORTES CEPUL, S.A.","3-101-073305","660","SAN VITO DE COTO BRUS-EL CEIBO-PIEDRA PINTADA-LA NIÑA","R1636","SAN VITO DE COTO BRUS-EL CEIBO Y VICEVERSA","12","2024","","","136","475","50","220430"
"AUTOTRANSPORTES CEPUL, S.A.","3-101-073305","660","SAN VITO DE COTO BRUS-EL CEIBO-PIEDRA PINTADA-LA NIÑA","R1637","SAN VITO DE COTO BRUS-PIEDRA PINTADA-LA NIÑA (ANILLO)","12","2024","","","825","3568","193","1729650"
"AUTOTRANSPORTES CEPUL, S.A.","3-101-073305","671","SAN VITO DE COTO BRUS-SANTA ELENA-FILA TIGRE Y VICEVERSA","R1640","SAN VITO-FILA DE TIGRE Y VICEVERSA (CON ENTRADA A FILA PINAR Y EL ROBLE)","12","2024","","","858","5136","56","6834100"
"AUTOTRANSPORTES CEPUL, S.A.","3-101-073305","671","SAN VITO DE COTO BRUS-SANTA ELENA-FILA TIGRE Y VICEVERSA","R1642","SAN VITO-SANTA ELENA Y VICEVERSA (CON ENTRADA A FILA PINAR)","12","2024","","","691","3262","62","4142810"
"AUTOTRANSPORTES CESMAG, S.A.","3-101-065720","08","SAN JOSE-RUTA PERIFERICA","R2290","L2, ANILLO SENTIDO HORARIO HATILLO – CALLE BLANCOS – GUADALUPE – HATILLO","12","2024","","","","","",""
"AUTOTRANSPORTES CESMAG, S.A.","3-101-065720","50","SAN JOSE-SAN PEDRO-RAMALES","R0156","SAN JOSE-SAN PEDRO-SAN RAFAEL-SALITRILLOS EXT. KARPINSKY","12","2024","","","9260","71533","1391","32547515"
"AUTOTRANSPORTES CESMAG, S.A.","3-101-065720","50","SAN JOSE-SAN PEDRO-RAMALES","R0158","SAN JOSE-SAN PEDRO-CEDRAL-URBANIZACION EUROPA","12","2024","","","157","3525","42","1603875"
"AUTOTRANSPORTES CESMAG, S.A.","3-101-065720","50","SAN JOSE-SAN PEDRO-RAMALES","R0160","SAN JOSE-SAN PEDRO-GRANADILLA","12","2024","","","16460","145301","2204.5","66111955"
"AUTOTRANSPORTES CESMAG, S.A.","3-101-065720","50","SAN JOSE-SAN PEDRO-RAMALES","R0161","SAN JOSE-SAN PEDRO-CIPRESES","12","2024","","","125","1093","81.5","497315"
"AUTOTRANSPORTES CESMAG, S.A.","3-101-065720","50","SAN JOSE-SAN PEDRO-RAMALES","R0162","SAN JOSE-SAN RAMON DE TRES RIOS-VILLA HERMOSA","12","2024","","","12939","108216","1610","49238280"
"AUTOTRANSPORTES CESMAG, S.A.","3-101-065720","50","SAN JOSE-SAN PEDRO-RAMALES","R0163","SAN JOSE-URB. LAS MANSIONES-CLUB CAMPESTRE LA CAMPIÑA","12","2024","","","1648","11266","301.5","5126030"
"AUTOTRANSPORTES CESMAG, S.A.","3-101-065720","50","SAN JOSE-SAN PEDRO-RAMALES","R0164","SAN JOSE-SABANILLA","12","2024","","","8629","68309","1475","31080595"
"AUTOTRANSPORTES CESMAG, S.A.","3-101-065720","I-1","DESAMPARADOS-MORAVIA","R0002","DESAMPARADOS-MORAVIA","12","2024","","","2244","18327","228","6139545"
"AUTOTRANSPORTES CHAVARRIA MEZA, S.A.","3-101-268239","514","LA CRUZ- STA CECILIA-BRASILIA   EXT UPALA STA ELENA","R1436","LA CRUZ-SANTA CECILIA-BIRMANIA-EL PROGRESO","12","2024","","","275","6858","116","4935895"
"AUTOTRANSPORTES CHAVARRIA MEZA, S.A.","3-101-268239","514","LA CRUZ- STA CECILIA-BRASILIA   EXT UPALA STA ELENA","R2080","UPALA-EL DELIRIO","12","2024","","","190","4884","60","4249505"
"AUTOTRANSPORTES CHAVARRIA MEZA, S.A.","3-101-268239","514","LA CRUZ- STA CECILIA-BRASILIA   EXT UPALA STA ELENA","R2081","UPALA-CUATRO BOCAS-EL PORVENIR","12","2024","","","45","1497","31","2477670"
"AUTOTRANSPORTES CHAVARRIA MEZA, S.A.","3-101-268239","514","LA CRUZ- STA CECILIA-BRASILIA   EXT UPALA STA ELENA","R2082","UPALA-JOMUZA","12","2024","","","68","2749","56","2500300"
"AUTOTRANSPORTES CHAVARRIA MEZA, S.A.","3-101-268239","514","LA CRUZ- STA CECILIA-BRASILIA   EXT UPALA STA ELENA","R2083","UPALA-LA VICTORIA","12","2024","","","248","4947","72","3908015"
"AUTOTRANSPORTES CHAVARRIA MEZA, S.A.","3-101-268239","514","LA CRUZ- STA CECILIA-BRASILIA   EXT UPALA STA ELENA","R2084","UPALA-SANTA CECILIA","12","2024","","","75","2551","58","3925225"
"AUTOTRANSPORTES CHAVARRIA MEZA, S.A.","3-101-268239","514","LA CRUZ- STA CECILIA-BRASILIA   EXT UPALA STA ELENA","R2085","URBANO DE UPALA (HASTA LA BOMBA)","12","2024","","","362","8909","202","1870890"
"AUTOTRANSPORTES CHAVARRIA MEZA, S.A.","3-101-268239","514","LA CRUZ- STA CECILIA-BRASILIA   EXT UPALA STA ELENA","R2133","UPALA-DOS RIOS DE UPALA","12","2024","","","51","1818","31","3528840"
"AUTOTRANSPORTES CHAVARRIA MEZA, S.A.","3-101-268239","514","LA CRUZ- STA CECILIA-BRASILIA   EXT UPALA STA ELENA","R2469","UPALA-CUATRO BOCAS","12","2024","","","61","2951","59","2449100"
"AUTOTRANSPORTES CHAVARRIA MEZA, S.A.","3-101-268239","514","LA CRUZ- STA CECILIA-BRASILIA   EXT UPALA STA ELENA","R2470","LA CRUZ-SANTA CECILIA-JUNTAS DEL CAOBA","12","2024","","","99","3268","51","3477940"
"AUTOTRANSPORTES CHAVARRIA MEZA, S.A.","3-101-268239","526","LIBERIA-QUEDRADA GRANDE-DOS RÍOS DE UPALA-BUENOS AIRES-BRASILIA Y VICEVERSA","R1430","LIBERIA-BRASILIA","12","2024","","","117","3826","42.5","6237580"
"AUTOTRANSPORTES CHAVARRIA MEZA, S.A.","3-101-268239","526","LIBERIA-QUEDRADA GRANDE-DOS RÍOS DE UPALA-BUENOS AIRES-BRASILIA Y VICEVERSA","R1431","LIBERIA-BUENOS AIRES","12","2024","","","125","4101","46.5","5576015"
"AUTOTRANSPORTES CHAVARRIA MEZA, S.A.","3-101-268239","526","LIBERIA-QUEDRADA GRANDE-DOS RÍOS DE UPALA-BUENOS AIRES-BRASILIA Y VICEVERSA","R1433","LIBERIA-QUEBRADA GRANDE","12","2024","","","318","9779","106","7088160"
"AUTOTRANSPORTES COCORI, S.A.","3-101-141597","167","SAN ISIDRO DE EL GRAL-SAN RAFAEL NORTE - LA ESE","R0487","SAN ISIDRO-LA ESE","12","2024","","","405","5410","230","2524550"
"AUTOTRANSPORTES COLORADO DE ABANGARES, S.A. ","3-101-095707","504","LAS JUNTAS DE ABANGARES-CAÑAS","R1366","SAN JOSE-LAS JUNTAS DE ABANGARES Y VICEVERSA","12","2024","","","34","864","31","3361190"
"AUTOTRANSPORTES COLORADO DE ABANGARES, S.A. ","3-101-095707","504","LAS JUNTAS DE ABANGARES-CAÑAS","R1367","LAS JUNTAS DE ABANGARES-CAÑAS Y VICEVERSA","12","2024","","","451","11429","165","9598750"
"AUTOTRANSPORTES COLORADO DE ABANGARES, S.A. ","3-101-095707","504","LAS JUNTAS DE ABANGARES-CAÑAS","R1369","LAS JUNTAS DE ABANGARES-COLORADO Y VICEVERSA","12","2024","","","380","9503","138","10212810"
"AUTOTRANSPORTES COLORADO DE ABANGARES, S.A. ","3-101-095707","504","LAS JUNTAS DE ABANGARES-CAÑAS","R1371","LAS JUNTAS DE ABANGARES-POROSAL-FERRY Y VICEVERSA","12","2024","","","156","5200","81","5591195"
"AUTOTRANSPORTES COLORADO DE ABANGARES, S.A. ","3-101-095707","504","LAS JUNTAS DE ABANGARES-CAÑAS","R1533","LAS JUNTAS DE ABANGARES-LIBERIA Y VICEVERSA","12","2024","","","62","1731","31","3555100"
"AUTOTRANSPORTES CUATRO POR TRES, S.A.","3-101-072757","626","PUNTARENAS-MIRAMAR (SERVICIO DIRECTO)","R1588","PUNTARENAS-MIRAMAR Y VICEVERSA POR BARRANCA","12","2024","","","2839","55269","828","24671040"
"AUTOTRANSPORTES CUATRO POR TRES, S.A.","3-101-072757","626","PUNTARENAS-MIRAMAR (SERVICIO DIRECTO)","R2117","PUNTARENAS-MIRAMAR Y VICEVERSA POR COSTANERA","12","2024","","","477","8439","223","6498030"
"AUTOTRANSPORTES CUATRO POR TRES, S.A.","3-101-072757","627","MIRAMAR-CUATRO CRUCES-CIRUELAS-EL PALMAR","R1590","MIRAMAR-CUATRO CRUCES-CIRUELAS-EL PALMAR (anillo)","12","2024","","","195","2951","45","1313195"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","1001","DESAMPARADOS – CALLE FALLAS – SAN RAFAEL ABAJO – SAN JUAN DE DIOS Y VICEVERSA","R2283","DESAMPARADOS – CALLE FALLAS – SAN RAFAEL ABAJO – SAN JUAN DE DIOS Y VICEVERSA","12","2024","","","1023","9970","221","1545350"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","70","SAN JOSE-DESAMPARADOS - ASERRÍ Y RAMALES","R0214","SAN JOSE-DESAMPARADOS-SAN RAFAEL","12","2024","","","12951","94186","1778.5","38616260"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","70","SAN JOSE-DESAMPARADOS - ASERRÍ Y RAMALES","R0215","SAN JOSE-DESAMPARADOS-MONTECLARO","12","2024","","","1745","15357","440.5","6296370"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","70","SAN JOSE-DESAMPARADOS - ASERRÍ Y RAMALES","R0216","SAN JOSE-DESAMPARADOS-LOMA LINDA","12","2024","","","879","6722","208","2756020"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","70","SAN JOSE-DESAMPARADOS - ASERRÍ Y RAMALES","R0217","SAN JOSE-DESAMPARADOS-GRAVILIAS-VILLA NUEVA-RIBERA","12","2024","","","470","4160","140.5","1705600"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","70","SAN JOSE-DESAMPARADOS - ASERRÍ Y RAMALES","R0218","SAN JOSE-DESAMPARADOS-PORVENIR","12","2024","","","9392","49774","1072.5","20407340"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","70","SAN JOSE-DESAMPARADOS - ASERRÍ Y RAMALES","R0219","SAN JOSE-DESAMPARADOS-DOS CERCAS","12","2024","","","10938","63374","1166.5","25983340"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","70","SAN JOSE-DESAMPARADOS - ASERRÍ Y RAMALES","R0220","SAN JOSE-DESAMPARADOS-PORVENIR-DOS CERCAS","12","2024","","","5999","42487","723","17419670"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","70","SAN JOSE-DESAMPARADOS - ASERRÍ Y RAMALES","R0221","SAN JOSE-DESAMPARADOS-CALLE FALLAS","12","2024","","","16116","94938","1870.5","38924580"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","70","SAN JOSE-DESAMPARADOS - ASERRÍ Y RAMALES","R0222","SAN JOSE-DESAMPARADOS-SAN MIGUEL-URB. LA CAPRI","12","2024","","","11955","90404","1821","37065640"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","70","SAN JOSE-DESAMPARADOS - ASERRÍ Y RAMALES","R0224","SAN JOSE-DESAMPARADOS-LOMAS","12","2024","","","2880","27251","654.5","11172910"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","70","SAN JOSE-DESAMPARADOS - ASERRÍ Y RAMALES","R0226","SAN JOSE-ASERRI-BARRIO MARIA AUXILIADORA","12","2024","","","3838","32372","726.5","15214840"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","70","SAN JOSE-DESAMPARADOS - ASERRÍ Y RAMALES","R0227","SAN JOSE-BARRIO MERCEDES DE ASERRI","12","2024","","","11718","102450","1514.5","48151500"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","70","SAN JOSE-DESAMPARADOS - ASERRÍ Y RAMALES","R0228","SAN JOSE-BARRIO LOURDES DE ASERRI","12","2024","","","13077","107012","1617.5","50295640"
"AUTOTRANSPORTES DESAMPARADOS, S.A.","3-101-008737","70","SAN JOSE-DESAMPARADOS - ASERRÍ Y RAMALES","R0229","SAN JOSE-ASERRI-BARRIO CORAZON DE JESUS","12","2024","","","11915","82114","1409","38593580"
